rcept_no,rcept_dt,corp_code,corp_name,report_tp,repror,stkqy,stkqy_irds,stkrt,stkrt_irds,report_resn
20250107000348,2025-01-07,00399694,SOOP,일반,쎄인트인터내셔널,"3,107,056","-41,528",27.03,-0.36,"- 계열회사 임원 선임/퇴임에 따른 
특별관계 및 보유 주식등의 수 변동"
20250107000338,2025-01-07,00117498,스틱인베스트먼트,일반,도용환,"7,940,428","-156,279",19.03,-0.37,"특별관계자 변동 및 장내매수, 자사주 상여금 취득"
20250107000335,2025-01-07,00161976,한세예스24홀딩스,일반,김동녕,"31,873,085",0,79.68,0,주식담보대출 연장 및 추가 입고에 따른 변경
20250107000333,2025-01-07,00172079,HLB파나진,일반,박준곤,"2,882,628",0,6.78,-0.02,특수관계인 증여취소로 특수관계인 보유주식수 변동
20250107000323,2025-01-07,01445440,위츠,일반,김응태,"1,720,000","-80,000",13.64,-0.72,- 특별관계 해소(등기임원 사임)
20250107000318,2025-01-07,00657002,에이디테크놀로지,일반,김준석,"2,466,303",0,18.35,0,최대주주 주식담보 기간 연장
20250107000308,2025-01-07,00113526,대한항공,일반,한진칼,"126,361,514","-3,005",34.32,-0.00,- 보고자의 보유 주식등에 관한 계약 변경 등
20250107000305,2025-01-07,01445440,위츠,일반,켐트로닉스,"7,960,000","-80,000",63.11,-1.03,특별관계 해소에 따른 변동
20250107000292,2025-01-07,01015160,PS일렉트로닉스,일반,유대규,"13,309,773","237,692",31.51,0.56,담보계약의 연장
20250107000286,2025-01-07,01222867,제테마,일반,김재영,"5,493,474",0,30.45,0,"최대주주 주식담보대출 계약변경 및 
특수관계자 주식담보대출 상환, 신규계약, 계약변경"
20250107000264,2025-01-07,01136001,나노실리칸첨단소재,일반,주재현,"2,819,663","-2,584,610",12.97,-11.82,"-주식양수도계약 이행에 따른 주식양도 
-특별관계자 장내매도 및 장외매도
-특별관계자 증여
-특변관계자 수증"
20250107000184,2025-01-07,00411048,에스앤에스텍,일반,정수홍,"4,687,000",0,21.85,0.00,특별관계자 주식 증여 및 수증
20250107000168,2025-01-07,00555874,제주항공,일반,AK홀딩스,"43,235,037",0,53.61,0.00,- 특별관계자 보유주식등에 관한 계약(담보계약) 변경
20250106000423,2025-01-06,01381984,SKAI,일반,강철순,"1,696,134","-3,339,095",5.00,-9.84,주식 및 경영권 양수도계약 체결 및 부속합의서
20250106000422,2025-01-06,00152437,케이프,일반,케이에이치아이,"5,181,576",0,16.77,0,케이에이치아이 및 특별관계자 주식 전량 질권설정 기한 연장 보고
20250106000419,2025-01-06,01049167,롤링스톤,약식,제이앤에쿼티파트너스,"3,000,000",0,5.82,-1.07,보유목적의 변동 / 주식 대여 및 상환
20250106000418,2025-01-06,00531078,유비온,일반,임재환,"7,118,192","276,503",36.11,1.40,특별관계자 추가 및 지분변동
20250106000416,2025-01-06,00544452,이리츠코크렙,일반,이랜드리테일,"28,509,457",0,45.01,0.0,주식등에 관한 주요계약  변경
20250106000413,2025-01-06,00148531,제이스코홀딩스,일반,캐디언스시스템,"6,052,211",0,9.24,-0.59,보유주식등에 관한 계약 변경
20250106000409,2025-01-06,01276327,위지윅스튜디오,일반,컴투스,"65,088,532","44,645,269",38.05,-9.79,주주간 계약 해제로 인한 특별관계 해소
20250106000408,2025-01-06,00106395,금호전기,약식,리코1호조합,"5,756,266","5,756,266",10.26,10.26,주식 매매 계약
20250106000404,2025-01-06,01234297,미원에스씨,일반,미원홀딩스,"3,688,358","2,605",73.77,0.05,특수관계 해소
20250106000381,2025-01-06,00106395,금호전기,일반,신주홀딩스,"24,530,340",0,43.73,-2.00,발행주식총수의 증가로 인한 보유비율 변경 및 최대주주의 특수관계자 보유 주식 장외매도계약 체결
20250106000370,2025-01-06,00571483,오이솔루션,일반,박찬,"2,934,732",0,27.62,0.00,보고자 담보주식 수 감소
20250106000364,2025-01-06,00123772,부국증권,일반,김중건,"3,443,487",348,33.21,0.01,- 특별관계자의 유가증권시장에서의 주식 매매
20250106000357,2025-01-06,00160302,코스모화학,일반,코스모앤컴퍼니,"11,736,562",0,30.56,0,신규 계약
20250106000355,2025-01-06,01049167,롤링스톤,일반,제이앤스타조합,"7,256,894","7,256,894",14.09,14.09,제3자배정 유상증자로 인한 신주취득
20250106000351,2025-01-06,00449379,도이치모터스,일반,권오수,"11,026,977",0,37.79,1.25,"- 보고자와 특별관계자의 주식담보대출 계약 연장
- 주식소각에 따른 지분율 변동"
20250106000348,2025-01-06,00149354,종근당홀딩스,일반,이장한,"2,389,299","2,800",47.69,0.05,장내매수를 통한 보유 주식수 및 지분율 변동
20250106000347,2025-01-06,01326792,비투엔,일반,엑스트윈스1호조합,"15,370,013","1,820,000",30.25,0.34,"특별관계자의 소유형태 변경
(담보권실행 및 담보권실행을 위한 소송제기)"
20250106000341,2025-01-06,01384787,시프트업,약식,국민연금공단,"4,179,713","593,258",7.17,1.02,단순추가취득/처분
20250106000339,2025-01-06,01765265,동국제강,약식,국민연금공단,"3,089,554","534,902",6.23,1.08,단순추가취득/처분
20250106000338,2025-01-06,01524093,DL이앤씨,약식,국민연금공단,"4,332,792","697,973",11.20,1.03,단순추가취득/처분
20250106000336,2025-01-06,01351080,지아이이노베이션,약식,국민연금공단,"1,777,428","-449,608",4.01,-1.03,단순추가취득/처분
20250106000332,2025-01-06,01478712,대덕전자,약식,국민연금공단,"3,635,174","-540,772",7.36,-1.09,단순추가취득/처분
20250106000330,2025-01-06,01226410,씨앤씨인터내셔널,약식,국민연금공단,"502,076","-207,246",5.01,-2.07,단순추가취득/처분
20250106000328,2025-01-06,01344202,뷰노,약식,국민연금공단,"563,961","-145,361",4.06,-1.05,단순추가취득/처분
20250106000327,2025-01-06,01365825,피에스케이,약식,국민연금공단,"2,058,615","293,125",7.11,1.02,단순추가취득/처분
20250106000323,2025-01-06,01397903,엔젠바이오,약식,현동부,"1,130,075","9,079",5.70,0.04,장내 매수
20250106000322,2025-01-06,01256864,에이비엘바이오,약식,국민연금공단,"2,704,242","-212,166",5.02,-1.07,단순추가취득/처분
20250106000320,2025-01-06,01261893,케이씨텍,약식,국민연금공단,"1,574,577","-209,356",7.55,-1.00,단순추가취득/처분
20250106000311,2025-01-06,01237540,이녹스첨단소재,약식,국민연금공단,"818,568","-204,893",4.05,-1.01,단순추가취득/처분
20250106000307,2025-01-06,00303192,디에이피,일반,대명화학,"10,908,796",0,47.96,0,"주식담보계약 등의 주요 계약 일부 변경

(대출일부 만기연장)"
20250106000305,2025-01-06,00339391,한화시스템,약식,국민연금공단,"15,516,220","1,971,423",8.21,1.04,단순추가취득/처분
20250106000303,2025-01-06,01238169,오리온,약식,국민연금공단,"4,009,700","404,457",10.14,1.02,단순추가취득/처분
20250106000299,2025-01-06,00763473,코스메카코리아,약식,국민연금공단,"1,289,664","-8,197",12.08,-0.07,단순추가취득/처분
20250106000296,2025-01-06,01112889,피엔에이치테크,약식,국민연금공단,"815,261","310,799",8.21,3.13,단순추가취득/처분
20250106000295,2025-01-06,00121932,미원상사,일반,김정돈,"2,908,402","2,482",61.23,0.05,특별관계자 제외 및 추가
20250106000293,2025-01-06,00855163,미원화학,일반,김정돈,"1,242,665","-8,047",56.50,-0.37,특별관계자 제외
20250106000292,2025-01-06,00957735,클리오,약식,국민연금공단,"722,508","-181,357",4.00,-1.00,단순추가취득/처분
20250106000284,2025-01-06,00970453,파마리서치,약식,국민연금공단,"550,225","-53,579",4.71,-1.09,단순추가취득/처분
20250106000283,2025-01-06,00816544,토니모리,약식,국민연금공단,"956,917","-253,330",3.98,-1.05,단순추가취득/처분
20250106000281,2025-01-06,01042775,HL만도,약식,국민연금공단,"5,507,290","1,009,674",11.73,2.15,단순추가취득/처분
20250106000278,2025-01-06,00327396,옵트론텍,약식,노틱그린이노베이션이에스지사모투자,"1,803,751","1,803,751",5.10,5.10,제15회 사모 전환사채 전환가액 변경으로 인한 신규보고
20250106000277,2025-01-06,01012066,HK이노엔,약식,국민연금공단,"1,738,167","-323,412",6.14,-1.14,단순추가취득/처분
20250106000276,2025-01-06,01009789,코스맥스,약식,국민연금공단,"1,472,485","235,014",12.97,2.07,단순추가취득/처분
20250106000274,2025-01-06,01010110,더블유게임즈,약식,국민연금공단,"1,494,581","401,775",6.95,1.00,단순추가취득/처분
20250106000270,2025-01-06,00997812,코미코,약식,국민연금공단,"424,439","-107,829",4.06,-1.03,단순추가취득/처분
20250106000268,2025-01-06,00367385,효성오앤비,일반,박태헌,"3,779,566","26,594",44.52,0.32,특별관계 선임에 따른 보유주식수 변동
20250106000264,2025-01-06,00983271,NHN,약식,국민연금공단,"2,183,771","-338,393",6.47,-1.00,단순추가취득/처분
20250106000263,2025-01-06,00492894,젬백스,일반,젬앤컴퍼니,"11,463,721","-3,664",28.66,-0.01,- 특별관계 해소
20250106000262,2025-01-06,00936787,애경케미칼,약식,국민연금공단,"1,913,207","-526,140",3.93,-1.08,단순추가취득/처분
20250106000261,2025-01-06,00522007,크리스에프앤씨,일반,키움크리스제일호투자목적회사,"4,000,024",0,17.07,0,보유주식등에 관한 계약 내용 변경
20250106000259,2025-01-06,00842619,리가켐바이오,약식,국민연금공단,"1,482,833","-375,601",4.05,-1.03,단순추가취득/처분
20250106000258,2025-01-06,01264872,이노뎁,일반,이성진,"2,387,190",0,32.53,0,주식 담보계약 연장 및 일부 상환
20250106000254,2025-01-06,00492894,젬백스,일반,젬앤컴퍼니,"11,467,385","41,555",28.67,0.10,"- 보고자의
 질권설정 연장 및 차입금 일부 상환
- 보고자의 신규 주식담보금전 차입
- 특별관계자 추가 및 신주인수권부사채 콜옵션 취득"
20250106000253,2025-01-06,00872984,이마트,약식,국민연금공단,"2,790,233","575,073",10.01,2.06,단순추가취득/처분
20250106000251,2025-01-06,00670340,씨에스윈드,약식,국민연금공단,"4,206,275","438,423",9.97,1.04,단순추가취득/처분
20250106000248,2025-01-06,00684714,풍산,약식,국민연금공단,"2,577,655","285,806",9.20,1.02,단순추가취득/처분
20250106000247,2025-01-06,00128980,삼호개발,일반,이종호,"8,139,658","9,000",32.55,0.03,- 장내매수로 인한 지분증가(송창덕)
20250106000244,2025-01-06,00480367,SK오션플랜트,약식,국민연금공단,"4,203,457","596,452",7.10,1.01,단순추가취득/처분
20250106000240,2025-01-06,00631518,SK이노베이션,약식,국민연금공단,"7,690,645","1,600,991",5.05,-1.23,기업합병 및 단순추가취득/처분
20250106000234,2025-01-06,00360595,현대글로비스,약식,국민연금공단,"7,410,468","4,080,920",9.88,1.00,단순추가취득/처분
20250106000232,2025-01-06,00132202,선진뷰티사이언스,일반,이성호,"6,667,560","-57,112",54.64,-0.47,"- 특별관계자 장내 매수 및 매도
- 임원 퇴임에 따른 특별관계자 해소"
20250106000230,2025-01-06,00480455,STX엔진,약식,국민연금공단,"2,638,258","739,263",11.47,3.22,단순추가취득/처분
20250106000227,2025-01-06,00468374,원익QnC,약식,국민연금공단,"1,948,137","-264,922",7.41,-1.01,단순추가취득/처분
20250106000224,2025-01-06,00428251,현대백화점,약식,국민연금공단,"2,225,650","164,411",9.84,1.03,단순추가취득/처분
20250106000220,2025-01-06,00427483,대웅제약,약식,국민연금공단,"1,300,033","118,959",11.22,1.03,단순추가취득/처분
20250106000215,2025-01-06,00398701,엘앤에프,약식,국민연금공단,"2,203,210","367,088",6.07,1.00,단순추가취득/처분
20250106000211,2025-01-06,00396925,엠로,약식,국민연금공단,"615,413","-134,769",5.06,-1.27,주식매수선택권 부여 및 단순추가취득/처분
20250106000210,2025-01-06,00296324,큐로홀딩스,일반,케이파트너스,"7,568,891","-68,120,043",55.48,0,"발행회사의 자본감소에 따른 주식수 변동 및 
주식근질권설정변경계약 체결"
20250106000208,2025-01-06,00547510,툴젠,일반,제넥신,"2,216,291","680,144",25.58,6.48,특별관계자 추가
20250106000204,2025-01-06,00298447,아모텍,약식,국민연금공단,"588,922","-155,554",4.03,-1.06,단순추가취득/처분
20250106000197,2025-01-06,00124504,포스코인터내셔널,약식,국민연금공단,"10,616,789","1,763,568",6.03,1.00,단순추가취득/처분
20250106000196,2025-01-06,01236532,와이즈버즈,일반,한국정보인증,"33,493,200",0,55.32,0,주식 담보계약 변경
20250106000193,2025-01-06,00389970,다날,일반,박성찬,"12,156,951",0,17.63,0,보유 주식 등에 대한 계약 변경(연장)
20250106000191,2025-01-06,00298340,에스티아이,약식,국민연금공단,"986,430","22,908",6.23,0.14,단순추가취득/처분
20250106000188,2025-01-06,00269940,하나투어,약식,국민연금공단,"1,244,102","181,272",7.76,1.13,단순추가취득/처분
20250106000186,2025-01-06,00105101,INVENI,일반,구자은,"2,422,491",0,40.37,0,보유주식 등에 관한 주요계약 변경
20250106000185,2025-01-06,00261443,NC,약식,국민연금공단,"1,605,349","222,582",7.31,1.01,단순추가취득/처분
20250106000184,2025-01-06,01514698,엑스플러스,일반,엑스페릭스,"32,542,644","14,025,500",36.27,11.81,"- 제3자배정 유상증자로 인한 신주취득
- 특별관계자 추가 (유상증자로 인한 신주취득)"
20250106000183,2025-01-06,00255619,강원랜드,약식,국민연금공단,"12,960,692","2,181,671",6.06,1.02,단순추가취득/처분
20250106000176,2025-01-06,00148276,제일기획,약식,국민연금공단,"12,886,811","1,165,843",11.20,1.01,단순추가취득/처분
20250106000175,2025-01-06,00120526,롯데쇼핑,약식,국민연금공단,"1,982,697","288,333",7.01,1.02,단순추가취득/처분
20250106000173,2025-01-06,00164724,현대엘리베이터,약식,국민연금공단,"2,826,115","402,198",7.23,1.03,단순추가취득/처분
20250106000170,2025-01-06,00159786,유니드,약식,국민연금공단,"410,443","-135,652",6.06,-2.01,단순추가취득/처분
20250106000167,2025-01-06,00132318,성광벤드,약식,국민연금공단,"1,703,530","-27,589",6.10,0.05,단순추가취득/처분
20250106000156,2025-01-06,00105961,LG이노텍,약식,국민연금공단,"1,994,731","-242,334",8.43,-1.02,단순추가취득/처분
20250106000152,2025-01-06,00101488,경동나비엔,약식,국민연금공단,"1,039,720","150,788",7.14,1.04,단순추가취득/처분
20250106000151,2025-01-06,00319272,성우,일반,박종헌,"11,274,700","-31,310",74.78,-0.21,특별관계자 제외(임원 사임)
20250106000150,2025-01-06,00126371,삼성전기,약식,국민연금공단,"7,400,199","70,351",9.91,0.10,단순추가취득/처분
20250106000148,2025-01-06,00107613,이수페타시스,약식,국민연금공단,"4,701,549","-2,089,753",7.43,-3.31,단순추가취득/처분
20250106000145,2025-01-06,00148610,한화투자증권,약식,국민연금공단,"13,321,897","2,274,796",6.07,1.03,단순추가취득/처분
20250106000144,2025-01-06,01095704,케이엠제약,일반,강일모,"10,817,142",0,38.79,0,주식담보대출 만기연장
20250106000143,2025-01-06,00126955,삼양식품,약식,국민연금공단,"633,513","-76,679",8.41,-1.02,단순추가취득/처분
20250106000142,2025-01-06,00164973,현대해상,약식,국민연금공단,"6,576,874","-2,070,786",7.36,-2.31,단순추가취득/처분
20250106000139,2025-01-06,00120076,LX인터내셔널,약식,국민연금공단,"4,203,037","399,294",10.84,1.03,단순추가취득/처분
20250106000137,2025-01-06,00160843,DB하이텍,약식,국민연금공단,"3,228,668","-907,372",7.27,-2.05,단순추가취득/처분
20250106000135,2025-01-06,01882845,GS피앤엘,약식,국민연금공단,"1,707,363","1,707,363",8.61,8.61,기업분할 및 단순추가취득/처분
20250106000130,2025-01-06,01880801,KB발해인프라,약식,국민연금공단,"9,770,686","9,770,686",7.97,7.97,보유주식의 유가증권시장 상장 및 단순추가취득/처분
20250106000129,2025-01-06,01244601,카카오페이,약식,국민연금공단,"6,738,160","481,417",5.01,0.36,단순추가취득/처분
20250106000123,2025-01-06,01128613,화승엔터프라이즈,약식,국민연금공단,"3,742,306","723,945",6.18,1.20,단순추가취득/처분
20250106000119,2025-01-06,01093007,LS에코에너지,약식,국민연금공단,"1,532,236","20,159",5.00,0.06,단순추가취득/처분
20250106000116,2025-01-06,00683469,일진전기,약식,국민연금공단,"4,035,681","1,679,684",8.46,3.52,단순추가취득/처분
20250106000111,2025-01-06,00648721,SNT에너지,약식,국민연금공단,"1,066,538","36,348",5.16,0.18,단순추가취득/처분
20250106000109,2025-01-06,00535676,테크윙,약식,국민연금공단,"1,904,539","117,747",5.10,0.32,단순추가취득/처분
20250106000108,2025-01-06,00366438,산일전기,약식,국민연금공단,"1,549,486","68,717",5.09,0.23,단순추가취득/처분
20250106000104,2025-01-06,00216027,바이넥스,약식,국민연금공단,"1,229,000","-351,463",3.76,-1.22,단순추가취득/처분
20250106000102,2025-01-06,00160843,DB하이텍,일반,DB,"10,617,021",0,23.85,0.00,"보고자의 보유주식 등에 관한 계약 변경 
(만기 연장)"
20250106000100,2025-01-06,00132637,동원시스템즈,약식,국민연금공단,"1,450,946","9,262",5.00,0.03,단순추가취득/처분
20250106000095,2025-01-06,00166227,화승인더스트리,약식,국민연금공단,"2,785,253","23,833",5.03,0.04,단순추가취득/처분
20250106000091,2025-01-06,01806951,폰드그룹,일반,대명화학,"24,703,937",0,76.38,0.00,[변경] 주식담보계약 등의 주요계약 일부변경
20250106000087,2025-01-06,00132868,우성머티리얼스,일반,더블유에스,"21,000,000","21,000,000",19.81,19.81,제3자배정 유상증자 신주취득 및 구주 장외취득
20250106000027,2025-01-06,01407158,이노테나,약식,고재현,"2,667,833","2,667,833",10.91,10.91,연명보고 변경에 따른 신규보고
20250106000026,2025-01-06,01407158,이노테나,일반,김인수,"11,025,141","-2,667,833",44.79,-10.84,임원 퇴임으로 특별관계자 제외
20250106000003,2025-01-06,01455410,파인메딕스,약식,엔브이씨파트너스,"818,200","818,200",14.54,14.54,코스닥시장 상장에 따른 신규보고
20250103000567,2025-01-06,01217795,엠에프씨,약식,기술보증기금,"436,360","436,360",5.07,5.07,신규 상장기업의 주식 5%이상 보유
20250103000564,2025-01-03,01256864,에이비엘바이오,일반,LEESANGHOON,"14,684,674","-10,679",27.15,-0.14,"보고자 및 특별관계자의 주식담보대출 계약 연장,
특별관계자의 주식담보대출 계약 해지 및 장내 매도"
20250103000548,2025-01-03,00142713,형지I&C,약식,이석호,"923,819","-653,851",3.17,-3.01,장내매도로 보유지분 1% 이상 변동
20250103000537,2025-01-03,01116502,아티스트컴퍼니,일반,위지윅스튜디오,"627,943","-627,943",4.70,-4.70,특별관계 해소에 따른 보유주식수 변동
20250103000530,2025-01-03,01506617,쓰리빌리언,약식,한국산업은행,"1,679,183","-1,788,577",5.34,-5.69,보유주식 일부 장내매각에 따른 변동보고
20250103000528,2025-01-03,00147860,에스엠벡셀,일반,에스엠하이플러스,"94,773,238","122,801",85.19,0.11,"특별관계자 동아건설산업(주)의 장내매수

특별관계자 (주)삼라마이다스의 주식담보 차입"
20250103000522,2025-01-03,01217795,엠에프씨,약식,JW중외제약,"833,334","833,334",9.17,9.17,코스닥시장 신규 상장
20250103000521,2025-01-03,01703849,노머스,약식,한국산업은행,"477,854","-194,026",4.43,-1.84,보유주식 일부 장내매각에 따른 변동보고
20250103000519,2025-01-03,00526951,신화프리텍,약식,수성자산운용,"2,269,859","-266,360",4.01,-1.32,"기보유 사모5CB의 전환가액 조정 및 
보통주식 장내매도"
20250103000516,2025-01-03,01292291,파두,일반,남이현,"13,619,275","-926,518",27.04,-1.98,"증여, 처분 및 임원 선임.퇴임으로 인한 변동

보유형태의 변경"
20250103000508,2025-01-03,00125822,삼보산업,일반,이태용,"3,036,830","-10,901,108",20.05,1.16,- 제3자배정 유상증자 신주취득에 따른 변동보고- 장내매도에 따른 변동보고
20250103000499,2025-01-03,00164724,현대엘리베이터,일반,현대홀딩스컴퍼니,"10,850,280",0,27.76,0.00,- 보유주식 등에 관한 계약 변경
20250103000498,2025-01-03,01194689,HD현대마린솔루션,일반,HD현대,"35,564,500",490,79.33,-0.65,"- 특별관계자 및 특별관계자 보유주식등의 수 변동
- 특별관계자 보유주식등의 형태 변경"
20250103000494,2025-01-03,01217795,엠에프씨,약식,휴온스글로벌,"444,426","444,426",5.17,5.17,코스닥시장 상장에 따른 5% 이상 지분 신규보고
20250103000491,2025-01-03,00366438,산일전기,일반,박동석,"17,092,347","-360,000",55.75,-1.18,특별관계자 변동에 따른 변동보고
20250103000488,2025-01-03,01442115,소마젠,일반,마크로젠,"10,989,968",0,57.04,0,주식교환계약 이행으로 인한 보유주식등에 관한 보유형태 및 계약의 변경
20250103000484,2025-01-03,00922304,아셈스,약식,트러스톤자산운용,"441,882","-124,734",4.01,-1.13,장내(외) 매매로 인한 1% 변동공시
20250103000482,2025-01-03,00127857,삼익악기,일반,스페코,"39,881,619","175,648",44.05,0.19,"특별관계자 주식담보대출 이자율 변경 및
보유주식 변동에 따른 지분율 변동"
20250103000474,2025-01-03,00391197,하이퍼코퍼레이션,일반,FSN,"49,374,018",0,44.91,-0.36,- 2024.12.30. 하이퍼코퍼레이션 주식 담보 계약 해제- 전환권 행사에 따른 발행주식총수 변경
20250103000473,2025-01-03,00362159,웰크론,일반,이영규,"5,282,461","17,180",18.71,0.06,"주식 추가 취득  및 상환, 계약 기간 연장"
20250103000468,2025-01-03,00261373,마크로젠,일반,서정선,"2,056,722",0,18.96,0,주식교환계약 이행으로 인한 보유주식등에 관한 보유형태 및 계약의 변경
20250103000465,2025-01-03,00228536,현대에버다임,일반,현대지에프홀딩스,"8,255,904","-106,547",46.08,-0.60,"특별관계자들의 퇴임, 장내매수/매도로 인한 특별관계자수 및 주식수 변동"
20250103000463,2025-01-03,00227333,네패스,일반,이병구,"6,294,660","319,816",27.30,1.39,보유주식수 변동
20250103000456,2025-01-03,01068737,에이치피오,일반,이현용,"30,218,602","-124,432",71.76,-0.30,"- 특별관계자 감소
- 특별관계자 자사주상여금 취득
- 특별관계자 주식담보대출 추가계약 및 기간연장"
20250103000455,2025-01-03,00109718,사조대림,일반,사조산업,"5,925,655","85,000",64.63,0.92,특별관계자 보유주식 변동 및 변경
20250103000436,2025-01-03,00157070,한국단자공업,약식,피델리티매니지먼트앤리서치컴퍼니엘엘씨,"681,228","105,165",6.54,1.01,단순 주식 취득에 의한 변동 보고
20250103000430,2025-01-03,00204262,한컴,일반,한컴위드,"7,400,250",0,30.61,0,-특별관계자의 주식담보대출 만기 연장
20250103000424,2025-01-03,00121686,엠케이전자,일반,오션비홀딩스,"7,818,045",0,37.40,0,"보고자 및 특별관계자의 
보유주식등에 관한 계약 변경"
20250103000420,2025-01-03,00476498,컴투스,일반,컴투스홀딩스,"3,786,418",0,29.73,0,보유주식 등에 관한 계약 변경
20250103000403,2025-01-03,00305941,노브랜드,일반,김기홍,"8,710,640","95,159",51.52,0.57,특별관계자의 장내매매 등
20250103000401,2025-01-03,00439965,나노신소재,약식,삼성자산운용,"1,084,548","206,620",8.89,1.69,매매로 인한 변동보고의무 발생
20250103000400,2025-01-03,00164742,현대자동차,일반,현대모비스,"62,791,635",-370,29.98,-0.00,특별관계자 제외
20250103000398,2025-01-03,00141671,오리콤,일반,두산,"7,416,203","58,053",61.93,0.48,양도제한조건부주식(RSU)의 가득조건 달성에 따른 권리 확정 (소유에 준하는 보유) 및 그에 따른 특별관계 추가
20250103000392,2025-01-03,00117212,두산,일반,박정원,"6,639,892","32,871",40.18,0.20,"양도제한조건부주식(RSU)의 가득조건 달성에 따른
권리 확정 (소유에 준하는 보유)"
20250103000387,2025-01-03,00396925,엠로,일반,삼성에스디에스,"4,920,662","-20,000",40.48,-1.20,"- 
(주)레이컴의 발행회사 계열회사 제외에 따른 
   특별관계자 변동(감소)"
20250103000386,2025-01-03,00578538,티피씨글로벌,일반,이정훈,"4,351,126",0,38.59,0,주식 무상증여/수증으로 인한 변동보고
20250103000382,2025-01-03,00113535,대한해운,일반,에스엠상선,"157,528,554",0,49.04,0,"1) 주식매매 및 합병 등에 따른 보고자 및 특별관계자별 보유내역의 변동보고
2) 특별관계자별 보유주식등에 관한 계약 변경보고"
20250103000375,2025-01-03,01301623,비씨엔씨,일반,김돈한,"7,349,846","-15,800",57.45,-0.13,임원 퇴임으로 주식변동
20250103000368,2025-01-03,00159786,유니드,일반,유니드글로벌상사,"3,085,333",0,45.59,0,주식담보 계약 변경
20250103000360,2025-01-03,00403766,한국첨단소재,일반,사토시홀딩스,"6,834,330","2,703,076",29.64,-5.11,유상증자 및 전환가액 조정으로 인한 보고자 및 특별관계자 보유주식수 및 비율 변동
20250103000354,2025-01-03,00545734,아미코젠,일반,신용철,"7,186,297","-11,781",13.11,-0.02,"주식담보대출 만기 연장 및 상환, 특수관계인 변동"
20250103000347,2025-01-03,01405585,윙스풋,약식,임신영,"846,434","846,434",5.07,5.07,주식등 5% 이상 보유
20250103000341,2025-01-03,01329957,국전,일반,홍종호,"30,396,739",0,61.95,0,보유주식등에 관한 계약변경(홍종호)
20250103000339,2025-01-03,00173449,빌리언스,일반,휴마시스,"37,580,485","1,979,278",59.73,1.30,보유 전환사채의 전환가액 조정
20250103000318,2025-01-03,00828761,레이,일반,레이홀딩스,"4,296,576",0,27.70,-0.03,특별관계자의 대출금 일부 상환에 따른 담보 주식수 감소 및 주식담보대출 계약 연장
20250103000317,2025-01-03,00155373,풍강,일반,김진용,"3,015,000",0,30.52,0.00,보유주식에 관한 계약의 변경
20250103000303,2025-01-03,00670340,씨에스윈드,일반,김성권,"17,468,932",0,41.42,0.00,주식담보대출계약 신규 체결
20250103000297,2025-01-03,00104573,국일제지,일반,삼라마이다스,"1,005,000,000",0,89.14,0,- 보유주식 담보계약 체결
20250103000296,2025-01-03,00556907,에이스테크,일반,구관영,"48,012,786","39,189,079",20.76,14.07,합병관련 피합병법인 주주에게 신주교부
20250103000288,2025-01-03,00136226,신성델타테크,일반,구본상,"9,165,045","-60,000",33.35,-0.22,주식담보대출 상환 및 보유주식수 변동
20250103000282,2025-01-03,01318933,지니틱스,일반,헤일로마이크로일렉트로닉스인터내셔널코퍼레이션,"11,966,142","910,000",33.48,2.55,장내매수로 보유 주식수 변동 보고
20250103000279,2025-01-03,00761183,신성에스티,일반,신성델타테크,"5,338,385",0,59.05,0,주식담보대출 상환
20250103000271,2025-01-03,01311310,지아이텍,일반,이인영,"18,788,591","-2,496,000",40.76,-5.41,특별관계 해소(임원퇴임)
20250103000259,2025-01-03,01204056,하이브,약식,국민연금공단,"3,159,412","422,184",7.59,1.02,단순추가취득/처분
20250103000255,2025-01-03,00113058,한화생명,약식,국민연금공단,"46,310,599","-8,765,969",5.33,-1.01,단순추가취득/처분
20250103000250,2025-01-03,00369657,리노공업,약식,국민연금공단,"762,783","2,126",5.00,0.01,단순추가취득/처분
20250103000241,2025-01-03,00159023,SK텔레콤,약식,국민연금공단,"18,701,840","1,911,516",8.71,1.04,단순추가취득/처분
20250103000234,2025-01-03,00120182,NH투자증권,약식,국민연금공단,"27,340,388","3,460,659",8.35,1.06,단순추가취득/처분
20250103000231,2025-01-03,00138242,KG모빌리티,일반,KG에코솔루션,"111,437,608","-1,647",56.36,-0.01,특별관계자 제외(합병으로 인한 계열회사 임원 제외)
20250103000195,2025-01-03,01084294,오토앤,일반,최찬욱,"3,623,514","-141,778",28.1,-1.1,변동보고 의무발생
20250103000176,2025-01-03,00105156,극동유화,일반,장홍선,"14,164,258","34,833",40.62,0.10,보유주식수 변동
20250103000165,2025-01-03,00263371,한국경제TV,약식,박영옥,"1,780,000","-504,800",7.74,-2.19,매매로 인한 지분변동
20250103000161,2025-01-03,00309831,알에프텍,일반,알에프스탠다드,"6,158,220",0,18.59,0,주식 등의 주요계약내용 변경
20250103000150,2025-01-03,00158325,NICE평가정보,약식,"InvescoAdvisers,Inc.","3,401,860","-688,212",5.72,-1.08,주식 장내매매에 따른 변동보고
20250103000137,2025-01-03,01217795,엠에프씨,일반,황성관,"3,490,000","3,490,000",39.92,39.92,코스닥시장 상장에 따른 신규보고
